question|answer
Apa itu library dalam pemrograman?|Library adalah kumpulan fungsi dan rutin yang dapat digunakan kembali oleh program lain.
Apa itu git?|Git adalah sistem kontrol versi yang digunakan untuk melacak perubahan dalam kode sumber selama pengembangan perangkat lunak.
Apa itu repository dalam git?|Repository adalah tempat penyimpanan untuk proyek git yang berisi semua file proyek serta riwayat revisi mereka.
Apa itu branching dalam git?|Branching adalah fitur git yang memungkinkan pengembang untuk membuat cabang terpisah dari kode utama untuk bekerja pada fitur atau perbaikan tanpa mempengaruhi kode utama.
Apa itu merge dalam git?|Merge adalah proses menggabungkan perubahan dari satu cabang ke cabang lain.
Apa itu conflict dalam git?|Conflict terjadi ketika perubahan di dua cabang berbeda bertentangan dan git tidak bisa menyelesaikannya secara otomatis.
Apa itu continuous integration?|Continuous integration adalah praktek di mana kode dari semua pengembang digabungkan secara teratur ke dalam cabang utama untuk mendeteksi masalah lebih awal.
Apa itu containerization?|Containerization adalah teknologi yang mengemas aplikasi dan dependensinya dalam wadah yang dapat berjalan konsisten di lingkungan apapun.
Apa itu Docker?|Docker adalah platform yang memungkinkan pengembang untuk mengotomatisasi pengiriman, penyebaran, dan menjalankan aplikasi dalam container.
Apa itu cloud computing?|Cloud computing adalah penyampaian layanan komputasi seperti server, penyimpanan, basis data, jaringan, perangkat lunak, dan analitik melalui internet.
Apa perbedaan antara variabel global dan lokal?|Variabel global dapat diakses dari mana saja dalam program, sedangkan variabel lokal hanya dapat diakses dari dalam blok atau fungsi di mana mereka didefinisikan.
Apa itu JSON?|JSON (JavaScript Object Notation) adalah format pertukaran data yang ringan dan mudah dibaca dan ditulis oleh manusia serta mudah diuraikan dan dihasilkan oleh mesin.
Apa ibu kota Prancis?|Ibu kota Prancis adalah Paris, yang terkenal dengan Menara Eiffel dan seni serta budaya yang kaya.
Siapa penulis "To Kill a Mockingbird"?|Penulis dari novel "To Kill a Mockingbird" adalah Harper Lee, yang memenangkan Penghargaan Pulitzer untuk karya ini.
Apa simbol kimia untuk air?|Simbol kimia untuk air adalah H2O, yang menunjukkan bahwa setiap molekul air terdiri dari dua atom hidrogen dan satu atom oksigen.
Siapa yang melukis Mona Lisa?|Mona Lisa dilukis oleh Leonardo da Vinci, seorang seniman dan ilmuwan dari era Renaisans Italia.
Apa planet terbesar di tata surya kita?|Planet terbesar di tata surya kita adalah Jupiter, yang memiliki diameter sekitar 142.984 kilometer dan banyak bulan.
Pada tahun berapa Titanic tenggelam?|Titanic tenggelam pada tahun 1912 setelah menabrak gunung es selama pelayaran perdananya dari Southampton ke New York.
Siapa yang dikenal sebagai bapak komputer?|Charles Babbage dikenal sebagai bapak komputer karena desain mesin analitisnya, yang menjadi dasar bagi komputer modern.
Apa bilangan prima terkecil?|Bilangan prima terkecil adalah 2, yang juga merupakan satu-satunya bilangan prima genap.
Unsur apa yang memiliki nomor atom 1?|Unsur yang memiliki nomor atom 1 adalah hidrogen, yang merupakan unsur paling ringan dan melimpah di alam semesta.
Siapa yang menemukan penisilin?|Penisilin ditemukan oleh Alexander Fleming pada tahun 1928, yang kemudian menjadi antibiotik pertama yang digunakan secara luas.
Berapa akar kuadrat dari 64?|Akar kuadrat dari 64 adalah 8, karena 8 x 8 sama dengan 64.
Siapa presiden pertama Amerika Serikat?|Presiden pertama Amerika Serikat adalah George Washington, yang menjabat dari tahun 1789 hingga 1797 dan dianggap sebagai Bapak Bangsa Amerika.
Apa sungai terpanjang di dunia?|Sungai terpanjang di dunia adalah Sungai Nil, yang mengalir sepanjang sekitar 6.650 kilometer melalui beberapa negara di Afrika.
Di negara mana Tembok Besar Cina berada?|Tembok Besar Cina berada di negara Cina dan dibangun untuk melindungi negara dari serangan musuh selama beberapa dinasti.
Siapa yang menulis drama "Romeo dan Juliet"?|Drama "Romeo dan Juliet" ditulis oleh William Shakespeare, seorang dramawan dan penyair terkenal dari Inggris.
Apa zat alami terkeras di Bumi?|Zat alami terkeras di Bumi adalah berlian, yang terbentuk dari karbon di bawah tekanan dan suhu tinggi di dalam kerak bumi.
Berapa kecepatan cahaya dalam vakum?|Kecepatan cahaya dalam vakum adalah sekitar 299.792.458 meter per detik, yang merupakan konstanta dasar dalam fisika.
Siapa yang mengembangkan teori relativitas?|Teori relativitas dikembangkan oleh Albert Einstein, yang merevolusi cara kita memahami ruang, waktu, dan gravitasi.
Apa mamalia terbesar di dunia?|Mamalia terbesar di dunia adalah paus biru, yang dapat mencapai panjang hingga 30 meter dan berat hingga 180 ton.
Berapa titik didih air di permukaan laut?|Titik didih air di permukaan laut adalah 100 derajat Celsius atau 212 derajat Fahrenheit pada tekanan atmosfer standar.
Apa benua terbesar di dunia?|Benua terbesar di dunia adalah Asia, yang mencakup sekitar 30% dari total daratan di bumi dan memiliki populasi terbanyak.
Siapa penemu telepon?|Penemu telepon adalah Alexander Graham Bell, yang mematenkan penemuan ini pada tahun 1876 dan mengubah cara komunikasi jarak jauh.
Apa ibu kota Jepang?|Ibu kota Jepang adalah Tokyo, yang merupakan salah satu kota terbesar di dunia dan pusat keuangan utama di Asia.
Siapa yang menulis "Harry Potter"?|Seri "Harry Potter" ditulis oleh J.K. Rowling, yang menjadi salah satu penulis paling terkenal di dunia karena seri buku ini.
Apa gas utama di atmosfer bumi?|Gas utama di atmosfer bumi adalah nitrogen, yang membentuk sekitar 78% dari atmosfer, diikuti oleh oksigen dengan 21%.
Siapa pelukis terkenal dari Belanda?|Pelukis terkenal dari Belanda adalah Vincent van Gogh, yang dikenal dengan gaya ekspresionis dan lukisan seperti "Starry Night".
Apa hewan darat tercepat?|Hewan darat tercepat adalah cheetah, yang dapat berlari dengan kecepatan hingga 112 km/jam dalam jarak pendek.
Apa gunung tertinggi di dunia?|Gunung tertinggi di dunia adalah Gunung Everest, yang tingginya mencapai sekitar 8.848 meter di atas permukaan laut.
Siapa yang menemukan listrik?|Penemuan listrik tidak dikreditkan pada satu orang, tetapi tokoh-tokoh penting termasuk Benjamin Franklin, Michael Faraday, dan Thomas Edison.
Apa ibu kota Australia?|Ibu kota Australia adalah Canberra, yang dipilih sebagai kompromi antara Sydney dan Melbourne.
Siapa penulis "War and Peace"?|Penulis "War and Peace" adalah Leo Tolstoy, seorang novelis Rusia yang terkenal dengan karya-karyanya yang mendalam dan epik.
Apa makanan pokok di Jepang?|Makanan pokok di Jepang adalah nasi, yang digunakan dalam berbagai hidangan tradisional seperti sushi, onigiri, dan donburi.
Siapa yang mengembangkan vaksin polio?|Vaksin polio dikembangkan oleh Jonas Salk pada tahun 1955, yang sangat mengurangi jumlah kasus polio di seluruh dunia.
Apa laut terbesar di dunia?|Laut terbesar di dunia adalah Laut Pasifik, yang mencakup lebih dari 63 juta mil persegi dan membentang dari Amerika ke Asia dan Australia.
Siapa yang menulis "1984"?|Novel "1984" ditulis oleh George Orwell, yang juga dikenal dengan novel "Animal Farm" dan kritik sosialnya yang tajam.
Apa mata uang resmi Jepang?|Mata uang resmi Jepang adalah yen, yang disimbolkan dengan ¥ dan digunakan di seluruh Jepang untuk transaksi harian.
Siapa penemu lampu pijar?|Penemu lampu pijar yang terkenal adalah Thomas Edison, meskipun beberapa penemu lain juga mengembangkan teknologi serupa pada waktu yang hampir bersamaan.
Apa bahasa resmi Brasil?|Bahasa resmi Brasil adalah Portugis, yang merupakan satu-satunya negara di Amerika Selatan dengan bahasa ini sebagai bahasa nasional.
Siapa yang mengembangkan teori evolusi?|Teori evolusi dikembangkan oleh Charles Darwin, yang menjelaskan proses seleksi alam dalam bukunya "On the Origin of Species".
Apa nama ilmiah untuk manusia?|Nama ilmiah untuk manusia adalah Homo sapiens, yang berarti "manusia yang bijaksana" dalam bahasa Latin.
Siapa yang menulis "The Great Gatsby"?|Novel "The Great Gatsby" ditulis oleh F. Scott Fitzgerald, yang menggambarkan kehidupan mewah dan kejatuhan di Amerika pada tahun 1920-an.
Apa pulau terbesar di dunia?|Pulau terbesar di dunia adalah Greenland, yang meskipun berada di wilayah Arktik, memiliki luas daratan yang sangat besar.
Siapa yang menemukan teori heliosentris?|Teori heliosentris, yang menyatakan bahwa matahari adalah pusat tata surya, ditemukan oleh Nicolaus Copernicus pada abad ke-16.
Apa jenis musik tradisional Jepang?|Jenis musik tradisional Jepang termasuk gagaku, kabuki, dan noh, yang memiliki sejarah panjang dan memainkan peran penting dalam budaya Jepang.
Siapa yang menemukan mesin cetak?|Mesin cetak ditemukan oleh Johannes Gutenberg pada tahun 1440-an, yang merevolusi penyebaran informasi di Eropa dan dunia.
Apa ibu kota Kanada?|Ibu kota Kanada adalah Ottawa, yang terletak di provinsi Ontario dan merupakan pusat pemerintahan federal Kanada.
Siapa yang menulis "Pride and Prejudice"?|Novel "Pride and Prejudice" ditulis oleh Jane Austen, yang terkenal dengan novel-novelnya yang mengeksplorasi kehidupan sosial Inggris pada abad ke-19.
Apa elemen terberat dalam tabel periodik?|Elemen terberat dalam tabel periodik yang secara alami terjadi adalah uranium, dengan nomor atom 92.
Siapa yang mengembangkan Microsoft?|Microsoft dikembangkan oleh Bill Gates dan Paul Allen pada tahun 1975, yang kemudian menjadi salah satu perusahaan teknologi terbesar di dunia.
Apa nama samudra terkecil di dunia?|Samudra terkecil di dunia adalah Samudra Arktik, yang terletak di sekitar Kutub Utara dan dikelilingi oleh benua Eurasia dan Amerika Utara.
Siapa penulis "Moby-Dick"?|Novel "Moby-Dick" ditulis oleh Herman Melville, yang mengisahkan petualangan Kapten Ahab dalam perburuan paus putih besar.
Apa hewan nasional Australia?|Hewan nasional Australia adalah kanguru, yang dikenal dengan kemampuan melompatnya dan menjadi simbol budaya negara tersebut.
Siapa yang menemukan hukum gerak?|Hukum gerak ditemukan oleh Isaac Newton, yang merumuskan tiga hukum gerak dasar yang menjadi dasar fisika klasik.
Apa sungai terpanjang di Amerika Selatan?|Sungai terpanjang di Amerika Selatan adalah Sungai Amazon, yang mengalir melalui beberapa negara termasuk Brasil, Peru, dan Kolombia.
Siapa yang menulis "Don Quixote"?|Novel "Don Quixote" ditulis oleh Miguel de Cervantes, yang sering dianggap sebagai salah satu karya sastra terbesar sepanjang masa.
Apa nama ilmiah untuk kucing domestik?|Nama ilmiah untuk kucing domestik adalah Felis catus, yang merupakan salah satu hewan peliharaan paling populer di dunia.
Siapa yang menemukan hukum gravitasi?|Hukum gravitasi ditemukan oleh Isaac Newton, yang merumuskan hukum gravitasi universal pada akhir abad ke-17.
Apa nama gunung tertinggi di Afrika?|Gunung tertinggi di Afrika adalah Gunung Kilimanjaro, yang terletak di Tanzania dan memiliki ketinggian sekitar 5.895 meter.
Siapa penemu bola lampu?|Penemu bola lampu yang terkenal adalah Thomas Edison, yang mengembangkan versi komersial pertama dari lampu pijar.
Apa bahasa resmi Tiongkok?|Bahasa resmi Tiongkok adalah Mandarin, yang juga dikenal sebagai Putonghua dan merupakan bahasa dengan jumlah penutur asli terbanyak di dunia.
Siapa yang menulis "The Odyssey"?|"The Odyssey" ditulis oleh Homer, seorang penyair Yunani kuno yang juga dikenal dengan karya lain berjudul "The Iliad".
Apa ibu kota Mesir?|Ibu kota Mesir adalah Kairo, yang merupakan kota terbesar di Timur Tengah dan Afrika dan pusat kebudayaan dan politik Mesir.
Siapa yang menemukan vaksin rabies?|Vaksin rabies ditemukan oleh Louis Pasteur, yang juga dikenal dengan penemuan metode pasteurisasi untuk mencegah penyakit dalam makanan dan minuman.
Apa makanan pokok di Italia?|Makanan pokok di Italia termasuk pasta dan pizza, yang keduanya sangat populer di seluruh dunia dan menjadi bagian dari budaya kuliner Italia.
Siapa penulis "The Catcher in the Rye"?|Novel "The Catcher in the Rye" ditulis oleh J.D. Salinger, yang menggambarkan perjuangan remaja bernama Holden Caulfield dalam menghadapi dunia.
Apa nama ilmiah untuk anjing domestik?|Nama ilmiah untuk anjing domestik adalah Canis lupus familiaris, yang merupakan sahabat manusia sejak ribuan tahun lalu.
Siapa yang menemukan hukum termodinamika?|Hukum termodinamika dikembangkan oleh banyak ilmuwan, termasuk Sadi Carnot, Rudolf Clausius, dan James Clerk Maxwell, yang mempelajari energi dan panas.
Apa nama laut terdalam di dunia?|Laut terdalam di dunia adalah Palung Mariana, yang terletak di Samudra Pasifik barat dan mencapai kedalaman sekitar 11.034 meter.
Mengapa nasi menjadi makanan pokok di Indonesia?|Nasi menjadi makanan pokok di Indonesia karena cocok dengan iklim tropis, mudah ditanam, dan kaya akan karbohidrat yang menyediakan energi.
Apa hobi yang paling populer di dunia?|Hobi yang paling populer di dunia termasuk membaca, mendengarkan musik, menonton film, dan olahraga seperti sepak bola dan lari.
Siapa penemu telepon?|Penemu telepon adalah Alexander Graham Bell, yang mematenkan penemuan ini pada tahun 1876 dan mengubah cara komunikasi jarak jauh.
Apa olahraga yang paling banyak penggemarnya di dunia?|Sepak bola adalah olahraga yang paling banyak penggemarnya di dunia, dengan miliaran penggemar dan pemain di seluruh dunia.
Bagaimana olahraga secara teratur dapat meningkatkan kesehatan?|Olahraga secara teratur dapat meningkatkan kesehatan dengan menguatkan jantung, meningkatkan aliran darah, memperbaiki mood, dan membantu penurunan berat badan.
Apa teknologi terbaru dalam bidang smartphone?|Teknologi terbaru dalam bidang smartphone termasuk layar lipat, konektivitas 5G, kamera dengan resolusi tinggi, dan kecerdasan buatan untuk pengenalan wajah.
Apa bahan utama dalam membuat sushi?|Bahan utama dalam membuat sushi adalah nasi yang diberi cuka, ikan mentah atau matang, rumput laut (nori), dan sayuran.
Apa yang dimaksud dengan energi terbarukan?|Energi terbarukan adalah energi yang berasal dari sumber alam yang dapat diperbaharui seperti matahari, angin, air, dan biomassa.
Apa tujuan dari meditasi?|Tujuan dari meditasi adalah mencapai ketenangan pikiran, meningkatkan fokus, mengurangi stres, dan meningkatkan kesehatan mental dan emosional.
Apa keuntungan dari belajar bahasa asing?|Keuntungan dari belajar bahasa asing termasuk meningkatkan keterampilan komunikasi, membuka peluang karir, meningkatkan pemahaman budaya lain, dan memperkuat fungsi otak.
Bagaimana ekosistem berfungsi?|Ekosistem berfungsi melalui interaksi antara makhluk hidup dan lingkungan mereka, termasuk pertukaran energi dan materi.
